id_business,businessYelp_id
240,6czqMScx8MRDirv7fxX7pw
241,bi3SICnYEuFC7Cihyqz8Nw
242,xbRbvXSAVZBEwaUUn3mzbg
243,qb5pyP6XOS8K2uuC4eQHmQ
246,MyE_zdul_JO-dOHOug4GQQ
249,bqmX882_6AxVA_uHEQ70sQ
250,my0bmPD5dgDFE1ia__LNlw
251,8ThWgxiTB83nrIGbZQnNBg
254,VVvUBlc_WIEb8obKGq39dA
256,py5aKmlTB2NarfsfcOpHOQ
257,jL_NufxqXi-BpW5uXKsPwQ
259,vjLSYNGFkPu4Y5HKoJlzYg
261,I3ZLcrGzj-QN5vFgaJFrAg
262,Tm3QiAVLJAR2fEJK7APPPQ
263,rJXa375PYt906DwptOOP3Q
266,n8ecak12IF_jhnPNs37AZA
268,xloFoRiYlH4IKGz3FhTDpA
273,s-A1_pxGRYL2x4gONVzvFA
274,_T0cPZE2ZJOTTlYYKMP64Q
275,dJfkfBbJz7wi0RgW-ph_Eg
276,VbItL6RDULtnw4YvB6EhVg
281,6bFx8j2KqPfmT0XEUS1RMg
283,G2Byuh4EVeSnqqWBWtD7rg
284,JF7iyI3wA_AKi_iXOKi0Qw
285,vSE6lkp5FBcttPxEbQ9XCw
286,iolaqx0v6g-fymksGWIU9A
287,G89OuZ3sIEfOR5cXeDqNaA
288,usv5G5cO314pPHRTGq2Eyw
292,rZw9O5lJ36m_mXeRKE4G9A
294,CLEWowfkj-wKYJlQDqT1aw
296,Pr_Mlt9FqdcW7WCFGJmozA
297,-7GDqSUaXrpC8Ql7nDBxWA
298,6I_DA3uqOox50rBvjrQ_-g
299,zn-WXkqHag5FSVc_LC9dEQ
301,e8pMCk4bE0U4qk7z59Lxkg
303,Q2sKrIaEZsFN7VNjkibyfQ
304,IAj1Lw3FAOY-yZn4IO7ElQ
306,cEqDvn5VuX8nQ_vqs6_xog
307,aNLr1j_3CZ46rqiUeLaQ-A
308,tuyCmcmm5Q-bc-9zV76xKA
310,yZP6Z8sbDpkeXyjNMDiyDg
311,kR4tXc1fLeR2QNu8cMZrEg
312,V-96iACFgPmVjjKACGxd7Q
313,p184f-Zvf4ToPwLba0VS4A
315,zVlhs7BVaouutt-rles-YA
317,0CEUpFtaKhxbmrbSdP9MUQ
322,DeN5N6B78gysROm_Sq2kWA
326,28FfSlW07o8GTwOrbfNMHA
328,nSyOBxBRMugT3sKeT4YWBg
329,I0gSLthWBsiUPzBft_CZ9Q
330,NBgbL_KQTRRLQPQQtmUkYQ
334,6WBHCXHfLAG26n0ALAkoPA
335,xvFV3ENVa_9POy_grBs03Q
338,x9xBKymj6CJ2WuCCFInb7g
339,SRexiuEsx1d9-dZVUsssQA
340,xJyp6RLqNRv3tSu6njPKxQ
342,-VBhLd8DAz2VyDF3YBMH4g
344,mHDBZmEH0Er3184YS83_LQ
345,XwoXi0M66RU6Gouq-DSDHw
348,OfW-VK04qr7b7bPm5QbyLg
349,dP_1jbKl47-9Ty83RyeJDA
354,cSigjSbOfHR_mHGTCmJTaQ
355,PCM-vL-vRLJ4HB2OE8Nnbg
356,yooufdsf3eAVq_9RQNSDJA
357,8YJtf5v76SIz-4udyF4YmA
358,rmHgqdVkLsGN2byesWRo0w
361,aNXw3PkXVt8ANwLyCfcmpg
362,gbetDRjllP5cOxaWxFjGHA
363,RI8tdJy90bfApk836eF-ag
364,vweEeZwiaRRWX2Cu9Iq66Q
365,GVqXNt0HKJLpciN9ePxnWw
367,j-PaHu9iyJBlzKJZYN2smA
372,dChRGpit9fM_kZK5pafNyA
376,2_gRg3_oWK3GoiB-OpcDHA
377,7qDAeIsMVj1McNktlICETw
379,nIn0fMn-SEjLdJ44SG4CKw
380,-Ijm5ICZUZffTo3iumczrw
381,KdkMXzeoqpfNsZd-_axoTQ
383,iBRXLFWD7PeSYDbKsd_JTw
384,3tX0CduxNIHgrxr6Toairw
386,od6skmfXz9twktEAuJHEmw
387,sUQ-OfJYSNfz-cimEjoaXQ
389,cDekcTE1qwpz8ROlYixhqg
391,j9Kaj_6tSeXmVMYCgZithg
392,EIlFs8kybcG-l60GJjNUIA
394,z9wCTHYI2VZy9YIblwSsgg
395,cl5NjtALgaX7E-WL2DtiYQ
401,4xhGQGdGqU60BIznBjqnuA
402,gVh26yEPkXSoWbhs1p2kNA
404,pYC5fKcpj8GKjSAc7Sl3RQ
406,Rad7bl6MFOEemh41CdREMQ
407,f55CXbSB-F8AZXNumZZlcA
408,Rz0KfP7YAZV_yQE8uIB0fg
409,QWqKTWQ2OiDgo3dzNkpung
411,HPpKVvBT-2EeWNdy9cIjqA
413,CsjKkpApaYJDd5woO9sP4w
414,gTwgRz52imtyggXCrH2Xng
415,Wt1W6qwCvna1KzIuJRJbwA
416,KNfqu3kNwn6eDMJjP0cNcg
418,L2TIgbnlsqRtqDU3FuW7lw
419,REuCtUZ2MeehpDipAKBSmQ
420,eJ77e9lGxY3ArzaoDbHhYw
421,2M4pYfuivdluXyBOP7IDQw
422,fNssGWMjae-SUzyyGblspQ
423,c16lBET8GKbGZY6Aegm_2Q
426,TGr9-KKNk_o7HzqvtlKomQ
428,9X1_a2DQwBtXza-U1CfA1g
430,wFXwmrlV8TiBS4Ac2-W_9g
431,ifjluUv4VASwmFqEp8cWlQ
432,bNJSy64VXxQ3RZ8tNpM-fA
433,9RoAU2wAlH63Non9qrx3xQ
436,i_cFU5_dQexbjJA9rmf_WA
437,tUl_Lq8dM3T-NnM-u3szSg
440,wQjhFPMKwN_z85aPEn6V4Q
441,516L9-ZWyqVgzqjP5uW7Jg
443,7mpYTDb24SywNMRn3yeakQ
444,_WRe3ql2DI_h3htr77Siew
446,iEC0VzHM2hQ13wM7c0QwgQ
448,dK_qONtd5z73i6fQ1BTrTA
450,OlD8UoHqrKnLoZUFxuas_w
452,xDEee0p41GueCDN0EAp-YA
454,LFPJXiuM357JZ-d0vv6yxw
455,NIV7uxsE8rn8cB1t-FsJHg
456,qsCLpTsXayYMJ3-lJj_fyA
458,u4cktT_mzitYexUsr_vKsw
460,gb7JjRJtzWDsIWpJihZhBQ
461,JPm93BlP-UHYPqFgK66JUw
462,c9xE6CyePzE1gONFxpTJWw
463,Xj0SIY3dprQ4ZZ0lz8YmGw
466,oy-n3wkXeK6NPPKf3uRDTQ
468,0WIlsDUUFuUKcDfJPaHRkA
470,VeFfrEZ4iWaecrQg6Eq4cg
472,5iuo1kvv0XZMS0bUOoLz2Q
477,GMVVFox3a0ROMdofd68mZw
480,g736EKijhJTrQbqoQAo9Tw
482,XTWGzxXdQN0DVVH2GPGwiA
483,VKwPAl11iuM_YkEwm07sYQ
484,iONfxRWQqA8pAPMZFNLaug
485,0HpYaBbRqaG1df4JckJoUw
486,Cyy0zZz5ixYjSX4o4sacpg
487,p79UR4tdHoJzmhwKmiXa2A
488,qTjsoi0FCv93wxzl0puQSQ
489,jfz_-ngCCAbKUziluLAgiw
492,hE1ouPLiGQiAkiOacnZVLw
493,lJfxS6RMzAQ7oy8F2vU3Pg
496,RsTF2skxLcp6qo9FdnA5PA
500,qKcEyi0idj7cTQYzbhuKkg
502,bchZXVE4feVx4Q5rhIRCGg
503,ith4RsN3YwQeE3WWQ3Af4w
505,6MuGlWEZzKA2YtlY44Cksw
508,MDP8K2NzEnCibFHa9XujWw
509,QZLOM3T6xl7y1Q6zqoqHWg
510,RZpEMG2ILk4bL3lH3ygRcw
513,NNcqCDV6PHhDmKY8fO6S9g
515,AgbRp5NLsP1-J1fdg6Hdcw
519,ufvaaDCkJj5pW4f7_DSN5w
520,yUEeh9nwaycI6fKLruD_rQ
521,5XelZjHymGydI5qKE8BOrA
523,ngvE1G9IckUO-ljZBFo23w
524,46_2e1hnQ4csLrYnhn6bkw
525,HqLOOpUax2dC8GYc0oqq2A
526,TGfPJHImEq6AQL9a1laxlg
527,xa28v84RtUPWQKuw_UQBXQ
529,CPgWuWGZ4v2sZr5_-1kluw
530,uU9h_l5WSTY8fKVU2nx2Cw
533,gu2-TPPdyQyHl2CnPb7Xjg
534,Eb8GseQXa1ZICrmCwbXmPQ
536,VCkSUsdL5P0p16DAPxVROA
537,dIpTuL2T1L98GQGU17IeSw
538,kKb00Oj96n5YYqMSDzx1IA
539,Oy7rU9H76PN1hsDU9EUt5g
540,2ahg0y3bmn8gRo0aGrFiEQ
543,4pS7qnjJ7_DCoJB-Enl7KA
545,SoJwDKedR7SJh7-G69C38A
546,sKdF_rwYyLa2NM1dlG0-Sg
547,X7FQ5k29A_RRYep7TOfjtw
548,8zsUZsQtRPHYW4gD5puiqQ
549,FW1PXpUq-yOs-5O_gqz3AQ
551,1tLrjXG-I9hkOoZxlbwDqw
552,SlLfWzeYOrVBxCd-0QILZQ
555,bdfZdB2MTXlT6-RBjSIpQg
556,vxrGNnuEef7YCfB7mN08rA
557,1EokZOnCDkjv2VtPtplyHw
558,yuangT-PWlF-YRbgN6M02A
562,lAd7PwbmfpirUngbb6uCiA
570,00szsg8vQy6yX5f-m9sI4A
571,WmnPtMtY0elYVStooCTfng
574,PW5eZM5RAQEhy3wgovChhQ
576,jGewGnIYcf9LFBcR8lMC5g
577,quv6eMqyJ1NIkjPgIgS65g
579,DwkUcTFaFhqcW-RDJ5rnNQ
582,FLsMpCzvopg6vl3atsKVmQ
591,cAUe8LFnDjii_sx_4fRMaA
593,0sr1EyOc6Td1C-962QW88w
594,p3QzxYDXLs6AthCldH-_Og
595,SFKjUQ1gmfwm7cJhMCFmkA
596,GJpAeUSsPIsVK6_0Lfuekg
598,-H6s1c2NRic5UKxXqi4FdQ
599,NQhyMw8SOU1HB-V9X52CTg
600,VEbHYioBfoPiIOWntE_DBA
601,xwSWtJcQkzTF6HNm_IMgcg
602,Rm6DNK_kpJ55mai3bL4qTA
603,xY0jpu0zzGEBr-bGBdPs-w
604,o9jFWOpK9ty5vZUQTE6z5w
605,395jG1TlFKTf1t1d9PH6AQ
607,yni7QxA0Hgw5PbgR4NxKHw
608,yFqq66GxRjnhZXPgjA6hnw
609,AaiXrV5sFYedDtx1hBbx7w
610,IbndcMURguByburM72o3SA
614,S_-UJCj3Q-69_q92k59XYA
615,82suwumWp1MEq04QhiS9DQ
616,diwwt5QBU3-Thig9SVlsOA
618,3uvFklejzRPwEPEZQ5vHYQ
620,0l_njS4wGMadAk1b4nZRUA
622,qQcAJDLelexcAZOcdPnsEA
623,CC7YefPM9zc080JHOKfI1w
624,cm0bhBDPM3bjBefmEXa3BQ
625,MObScX791gFEwtkoFA9GQg
626,zaaX5EzJDNxhzIFywyxYKg
627,3c9TiufCFT2yXXj3R08Vwg
630,FYzZd2mlMIPScy95UY2xkw
631,V8uKFuHyHKSOWojuhcP-2A
632,rh3C_JK4NAoUJ-HNStvHtw
634,nHUJCK-Ek_lAVTSyEz9GEQ
635,xHspDrdyq1g27yRDezB5yA
638,1p15mHF9dFRBYH_VKcdDRg
640,SBgr-5n-kV3EeZztYsstUQ
641,wR8V8u3_wv-yjR-CIHyY0Q
644,O4oK6A5wJuVWpYP4IMgUqw
645,asmWFLd8yC96IdLEgfeYNg
646,A1lAqN3SOaBLoo6NqVcy4Q
647,EPDRXctqbR9fJRW881zSDA
651,YKsZFlfTUNAzuDTTkArh0A
652,kGjpBqAqG4mIuFSgU2KKEA
653,VqK1bLVFmEpePL1Qhmz7ew
657,5yi5oPPf065CQjF5nOnFCw
658,L9CKPOoI51LNnRW8B1M8CQ
659,CNVapZiNGgqVrkEwmS8INQ
660,kLSEk3qXY1KdtFjxHJ9pww
662,uKEabBQrn0gLzvTppOrKIA
663,epGYbd0_OeSxsSkw-Kx5Rg
665,uHprVoxTV7CwKJdaEEf3aA
666,8JEOmVGQffkr6xtn4vvplQ
668,05f7LL_6d7DOw0hHR9tsqw
671,rF0xI_3jjlsEKp3N0Z0BuQ
672,wcppVzRVOFwZp3-Qdwb_TQ
673,YQxZzSbGJl_4Ul2EGXYAqQ
675,gp-DPUypvHZYyuDE55PHyA
677,9W9pFoPdrwZAg1xxHhzp6Q
679,adb1hOYICrJ1Ix8M0sRpbw
683,HxlFnUI9-RNKlKD2zUwzWQ
687,Cc1HSkYiRiDUquHiz2vdIg
688,kfGz2E7Y5FLXJyiKbQYfZg
690,Dq7pbol4jb6RV4ozqGHLXw
691,-kY_HDP7IMvGl-kBIZVU4A
692,O5zuQH_YowDC-rsK8ZEXCA
693,xpmcxoWG0w9HkqTo6AClUQ
694,jsQQu9rVerR3OGxIa0hRQQ
697,5bCsL-Z3QnuBmJQtIt8qyw
698,7fuFAkD_NqV5PQ7cA0Yzlg
699,NHdjuuwzYCh0AWqWZgz-KA
700,n2Va0mKydUWM-Y4fv1pOtA
703,UX3eq0WsVva-cqlVrzyzFg
704,QqNTFJdyPWpWAoO5ecw93w
705,BP5zBLaUz8QPCNgPwgBoRg
706,Yas-A9Jf07TJCIcgZny04w
707,1o_M5JdOkJJFNj1rIDIlng
708,n5rWjvJHmlEwr4rd13ZRqw
711,q9dLguaNI58Rs5GJuJAWIg
718,FH8ZnbOiLpc5pcSsdqTfjg
720,GInRkBWvuyJCjFVHYdzkPQ
723,yWSz17UUBD_yaY0T23mo_w
726,sophKEDc2rBDe-cuOaJDkA
727,18eWJFJbXyR9j_5xfcRLYA
728,vMp55ea__Pk0fYbBDCn6jg
730,feVi5a5xZaahs4WsUfi1tw
731,PdMXmOWDRHICAx6SLgu1dQ
733,KsDY9IYqvumohkp74w5i6A
734,iRHVKPJA4378CQ831E3TgA
738,VK5NEKDHnZG8YcAw2JpaWw
740,Tuzyf8Z-R_i661AeJAc9QQ
744,ygnm0ze5oL4E9JpysZAxBA
745,BBylWmPeTN_zqapYJKSPmQ
746,uzpiSVy6DTQBNByAhT0Z2Q
748,dBCNUSbz5-8nQNrxWo5deg
750,b9KOyYWdQ8Xz8CrDdE4SOw
751,2YOLYLqNr-KOsPQVjTtYjQ
754,O6bNAryoL-iNAehojA8mQw
756,ARb-hdkQ7Qla0FKCo4SPcA
759,71U7MxQEhwitJOm4CQpRwQ
762,mYbEGFsRcA0tfUNSYcBJMA
764,Mt1FB8hM4XTi3Tk4i0q5gQ
767,-AjSXsdPtBhWl0kY1-QsoA
768,_-SSObHzljeA11HAF0lIrQ
769,4mKAD2m2ek-z51ZPqL6-aw
771,sWCCxY1-9B1FGlSVeQvnHg
772,Al72SF73U4_WBqY112IhUQ
783,yQhu3LbnB2gQgrquHZ_S6Q
784,ZfWVso8VlT0VN14rxVHccQ
785,yEiLR0LPcTVNTc0pQ3mQ5Q
786,ufscOQH8rFo4BHIHj0au3A
788,iEDyJb1Hlouy3jkLX4Oocw
789,HQolH8hSvmK8mhZc0bYVRw
790,fiL3n4FM8ET-Lcoy4Q_91A
791,xvikNZvp7aIDcC2bxB7JWw
792,q76T2h-U6oHcLhYQuz1Mcg
793,DtxrbAIsSMs4Qshm99AFAQ
796,MbeCFyquZ9stzXSrrSXEgg
797,CT4QA-J58P-e8KRKeWPrAw
800,L0-MS0MbQhEWAPLkjCqhpg
801,F9T3rX0JmXLZD3lLg4qVGw
802,NNrrPQu98X95J0rWI8Fk2Q
804,v2UmYZ1rPT48IroaD0xZAQ
809,sBWrhJI68m5YEjJw8vsEiA
810,Zj5PX3ZE4V6DB4XqP3HfcQ
812,53VjeehvqOIcE3fWNas7ow
813,6jomGWEI4ryImrWPguUQQQ
814,q4m9o8LDJRrdU1DcgcAm3w
817,z7sp6u5JnNlq2ziu31EFvw
818,Ed7RUOj9MTUf9U-Y73bYlw
819,H2v510VQj7oyC30izAVPlQ
821,JomDoQafikclSVVCPkWjnA
823,EjzWyITI75CKSKb6RGCG_Q
824,JJhF7D1_KLwsmpb9srKXig
825,XrqPKqnqbDdWynmaYa0efg
826,OB2RVcodqQ_mcJ8_3F2ELg
830,clOOOBYvd1aUcFxA9uhFjQ
831,lCBLhf37pnkyZ-1MWNF3ag
835,0pMj5xUAecW9o1P35B0AMw
837,fn_VkMsFVyLLx7ishLm1vQ
838,l7gFSHojInQCglAVbv2_FQ
841,gl9APAes1BYYt_8UsDVsPg
845,gyUBYwpUO_u0nqZdre4l1g
847,VeIrgRMOK_0ZToziUd2kUA
851,lE9-FQdd_CJXszwT7YD3-Q
854,Jpjez35yrcPwCu5NZwYNlw
856,F6hASqb_Z5ASXz0-pZFlfA
858,qawLaB79bFiXEtFc5SEBkQ
859,LvFmVnPSbi0lmgpcK_qw-Q
863,kq5Ghhh14r-eCxlVmlyd8w
865,MYoRNLb5chwjQe3c_k37Gg
866,pP4q0Mym-qt20nRqTKbzhQ
867,3_y-iyx2kXmhdgVOZHvm4g
868,lPuL8YgBHLhwaVp8ubMOFw
872,BkmVHg6HjHWMc0OFxcd6VQ
873,L7mbUPFMAfetY0fzuYtZ_g
874,zyge4T5eSiPHq1-IaJb_Qg
875,7Ct4QuWaY63DkAOXqEiVGA
877,wkW37gk-C6PVVn50ahL4tA
878,Jb1MlURq6ItKZ244tyoirA
879,8vtIB1e8HbMPwbzP7edk7g
880,PkaxfjwdWKL02xkK2UGxNw
882,uKFYm0R8Fuf3H2vihxEobA
884,YmldZ34wq5v1Y4yLclNQ5g
885,Uc97dMY2Ml9JG6uLjPQz2A
886,wzAGD9Pe7V7CIP2Npu3RFg
887,DJdOxtjoSwQf9O_JPlanfQ
888,rw0iJ3QmvKv5JxL20lbCUw
890,YhQAQhG1IkXJH7oLZMbM9w
891,4krKemnM4UAcZ2oNarwNrw
893,Ei0wJeADbNtwvA9CrvknJw
895,TF4IyHKK05m5rXENCK94nA
896,g_VAg9LXIiiV2WMnGQCxOA
897,ARKB7J0IVDbodnINMuIRXA
899,Unf5cncllS4V_CKQmp2V9Q
901,NVpbPRDvfwjb85CJwWE0nQ
902,LVteL0Rnh2E_yOFCLJUPhg
903,73vXXe4MbpHhq_2_uiHIrQ
904,IuBhNQjsUb5wjGoji3ziXA
905,DxwDYVexldL9HAJAkAoYLA
906,VS4iEul7Rp4jJGcNcKu4FA
910,B6GLK-7h305joEgUjXlH-A
911,oFcqP3WFAtXgt162A9FIAg
912,vVm2qH6n4tWzN_qv6PBIVw
913,B5XSoSG3SfvQGtKEGQ1tSQ
914,Htnv87XCc9GXuE6hKEHnNg
921,vLT1KtrA9bWvjFOg-0xVIg
922,y1HgVnt4K5owmYXC5yXLGg
923,o_SARUTRPagpzpaWw6ZQeA
924,jBCgQ6nZDsMCWU7eaSxOpw
926,Gvq5Artc4F4M2zmF7ZHeqA
927,x7R0FReViemWjQO581WI5A
928,hfN3l0gJ-XszD1XFGNvA6A
929,bA67-1nlrQpuPAowhGnvIw
933,KZlc-Tf3hq5X2Z6tenpzDQ
939,wMJlbZt2vOTG_FV96gkRVA
940,RrqRin8BYGrTlJbCDwtLzA
942,vBEeR5ioxlvzKZN_pgnZYA
943,mmgLzBE0vjgZGY31EOrPIw
944,IiPiLvUQEffLFGL9O7Z2vg
946,-ujBP1Dw0j1-Ffaz97-LXQ
951,IgNDlyLERBwFGphgcC5VDQ
952,TLYSUOV-_aL33mAjH5SY9Q
953,BIJz39GnlrVUhrWPiWGECQ
955,wUEbysNWCtMSQAio6Ktn6Q
960,FjtPj2oChFsqSzNt8hnbTw
961,nazEG-Y2LF4nL4bIIz7DKg
962,srXG3AiVC1HN1-W4Wza4Aw
963,sZyBB8wv0O1We1x40-Edug
964,vuL3QCjFZ7lU5LMdUAmZ9Q
965,eFMPUHyo-XKACgJx46unaA
966,kJXpZfEneOByy7WoVZEW8w
972,Nqt7oPtEvmoBZRag5ASQRA
974,zKBIdA2j49REmU2bFR1mdw
977,_d5OAxaxRPsivgYbBq7U1A
980,Tr1K019SoddjZegRv7vy2w
982,woVWLiVcJoC-KkUv4WlkGw
985,iIJDIIUVmcvFUZrgnj983g
986,ChrCGMx2MHhDYgZFuVhHWA
988,GpN4ZVRZaU2jaixGjqCCXQ
989,5cz1XbgalpQ89gsNQwneVQ
991,SvcWlFeXbSNkENnZfWYgEQ
994,9yl6MnXqbzIh0NH2wNreFw
996,0QmgzzPVNHeNL76B8rwTKA
997,ByDCN9n5mwHP9LQqUx-1pw
999,sDOxVq8gQBpHFYtoxwoLWw
1000,rBE5TT_ndOOczNBrbRnJwA
1001,PmASdGXX3XVokN2q92JIXg
1003,qDz6xRQKlpKUYJzbYnuoZA
1006,wYROX7rw9fkQrWUS2YyY9g
1007,oRZzKWdyMQld6N_y4UWkAg
1010,ZTtBlvY6JFm1mfmT6OyCtQ
1011,KwCZuRlaeciJsOXkCOtjDA
1012,biGIDbCGsAZJ-Y4zyV_b_A
1014,GLz2fRSsPU0eLqsdWFpWSA
1019,1Y0KfitPQOSJ0ZCU950kdw
1020,Gv-DejGMGZOLCjju3UVQRA
1021,ZLerfIo2cDSPXJ9K57WYxQ
1022,EraDGJAHjf5IaA9VBGepfg
1025,LKGlZW0mmuoXvKB04FSP-A
1028,HJhFyeLCGJTe4UCEniG5XQ
1029,dUctvEfHQccW_uxtRup2QQ
1030,6_p0P4GqIfzEct-73-cbJA
1032,T1c8TnTri2wEmb7C62l4dA
1037,v4coGp-DQISaBh4ejN28Fw
1039,L_sXNadtVHjxMw7Yhvkj9Q
1041,-jQ_XYOikTuGQWdxResNfQ
1042,Ouiw1DmBI-CFd2FEvC0jow
1043,b8-kNsKeDYQIilQIOoGg3A
1047,IOroNIZhOtGM9nWMT3PaNA
1048,zahFC_eqMeLAWHI9OeUn-A
1049,9CwlG7V9PZCdLKx1Qs-THg
1051,CjkxTRergWcYWb4SVW3gxw
1052,FBf4fTg9BZrDYxCWTUfdFQ
1053,U48gI6zzlDkvUDS9bsdvUg
1055,sQxg3JJTqcHs9UHWqtjZ-Q
1058,K5ffo0hkwhG33BDNQrJF6A
1061,3Kj0DlqXWTGqi6GUsM0Nfg
1064,LmzvM18dxbPg7GZWfNamiQ
1065,HuDNHqKv9n1mWpe4BqCnwA
1067,H2nFgEFitRk7ltE8IRH0xA
